,Baseline_RT,Baseline_TTL,RI_RT,RI_False_Alarms,Shifting_Congruent_RT,Shifting_Congruent_Accuracy,Shifting_Congruent_FA,Shifting_1_Shifting_Incongruent_RT,Shifting_Incongruent_Accuracy,Shifting_Incongruent_FA,Total_Errors,CogInhib_Incongruent_Accuracy,CogInhib_Incongruent_RT,Conflict_Resolution_Accuracy,Conflict_Resolution_RT,WM_Hits,WM_FA,WM_PR,Min_moves_exit,n_Attempts,WM_Return_Efficiency
0,0.26215682759009423,0.13366479699169492,0.001530885517329284,0.8483591064511247,0.0032242286793301507,0.8656775263469487,,,0.8740620001372128,0.5590449619896984,0.5590449619896984,0.9926863533259499,0.0018922903581679008,0.6628429651369714,0.513798762868547,0.13431409757557078,0.23585085701926084,0.1137767841983966,1.0,0.232723375293122,0.17038960311581333
1,0.21693487219102472,0.08557836025931001,0.2758992763850506,0.3506166628202075,0.7919447722870343,0.8533953559051827,0.3506166628202075,,0.3506166628202092,,0.3506166628202075,1.0,0.1551037304091202,0.6628429651369714,0.5901814337179908,,0.5542464192444301,0.554246419244429,1.0,,0.5542464192444302
2,0.39452376267151396,0.33474492370112,0.10576375764984026,0.39408314123700816,0.25351798458143904,0.9461586016282231,,,0.651171270942809,0.4410515612742152,0.4410515612742152,0.621704001058446,0.14386401501037652,1.0,0.9703692298285664,0.10446264606868493,0.16546646983469365,0.11020036984096163,1.0,0.17047066078705375,0.05849208158717501
3,0.1010426791949208,0.14323941849121855,0.47012654776664187,0.30133383366143435,0.5514509375938643,0.9442746326271653,,,0.9057324605175073,0.7061040819681165,0.7061040819681165,0.7060831096625018,0.004517196106894258,1.0,0.9809451345605903,0.3506166628202075,0.06570450645680953,0.8620393998578322,1.0,0.3506166628202075,0.08357941503391295
4,0.645566533478347,0.6548403916285094,0.3390871986925694,0.9538970167285146,0.22510068659894536,1.0,,,,,,0.25426107675837956,0.012646394790351389,0.6628429651369714,0.4425108298988527,0.31294936986616956,0.3524718867752073,0.2929972609472217,1.0,0.2861051019083129,0.2552934743556472
5,0.20740318046528403,0.019880204518417512,0.06088218013967385,0.3227994351528346,0.15884813264819192,0.6234277055335885,0.3506166628202075,,0.24739501563215763,0.24997731217651836,0.449813571172926,0.9345554207633844,0.045952392703933385,1.0,0.6799226874296229,0.3506166628202075,0.9142049766000834,0.34177654144105535,1.0,0.3506166628202075,0.484888259228364
6,0.08459537174698367,0.043609959183196295,0.004533643220631293,0.015340368261163284,0.1313708596413073,0.8533953559051827,0.3506166628202075,,0.3506166628202074,,0.3506166628202075,0.9775799793390058,0.02726960939223218,1.0,0.842353318680227,0.19822919948765,0.2005335552415612,0.38920219933103795,1.0,0.3506166628202075,0.14528929439401084
7,0.046523810957621446,0.15173054172052264,0.0833458830335526,0.015283668274109756,0.012972246685836936,0.48442230061446134,0.17047066078705375,,0.6213968540708124,0.5542464192444302,0.1235191242885289,0.6873908305138614,0.21712367712336614,1.0,0.39413483733137733,,0.3506166628202075,0.350616662820209,1.0,0.3506166628202075,0.3506166628202092
8,0.5945122477656115,0.8115244655629588,0.4091891184156705,0.033747830096558185,0.8278391905099833,0.5924294225141783,,,0.2503617924795261,1.0,1.0,0.5461922812734544,0.0707665984091394,0.6628429651369714,0.46734121606159773,0.3506166628202074,0.9167588881935087,0.16258878155311648,1.0,0.17047066078705375,0.9573699396836903
9,0.05391882242880587,0.14490718712378137,0.002893676412078483,0.9456190220748225,0.003719590934722992,0.9822566292013905,1.0,,0.1736691870761466,0.232723375293122,0.24997731217651836,0.8777713368171571,0.008425742467696638,0.5416269840668042,0.7418650270002427,0.25921120209771725,0.05121252607769432,0.9174657163480021,1.0,0.3506166628202075,0.04439750815954877
10,0.4449971679169942,0.5378400218689608,0.02461520300211321,0.7252099063895693,0.4067758174354986,0.9731431463386364,,,0.29401693340177293,0.5590449619896984,0.5590449619896984,0.9889771094088887,0.1486226330414818,1.0,0.7905708480975041,1.0,0.5880079354556809,0.8725560691212323,1.0,1.0,0.8045059927889744
11,0.11233242526114055,0.04977330176241013,0.10290605509726224,0.5334856265807351,0.28700564897580194,0.9456234582241123,,,0.41548644929335565,0.5542464192444302,0.5542464192444302,0.6786583601948033,0.5857855159169258,1.0,0.7009116041750666,0.3506166628202075,0.58869809410906,0.37106934467268216,1.0,0.3506166628202075,0.4015062205856086
12,0.04389156604583287,0.06103843704985161,5.534541845416569e-05,0.10129648435056332,0.0020076567597737743,0.9637070906509504,,,0.37860880706596745,0.11675023308654713,0.11675023308654713,0.5955034278365883,0.003137865662622623,1.0,0.5865543324038953,,0.9152015023286936,0.9152015023286939,1.0,,0.9264082233065092
13,0.34440910629152655,0.2749230309288238,5.15371022090081e-06,0.3506166628202075,0.006880903674972396,1.0,,,0.3506166628202074,0.3506166628202075,0.3506166628202075,0.8619021210221918,0.04811887494932461,1.0,0.48286785789200404,,0.3506166628202075,0.35061666282020754,1.0,,0.3506166628202074
14,0.6085190081784392,0.9814039352062314,0.5682594181517786,0.0017653002140879481,0.794538852865287,0.9194191115893138,,,0.9681153506289465,0.8150937401669676,0.8150937401669676,0.693764745473927,0.7142248883345076,0.6628429651369714,0.8332087297982977,,0.3506166628202075,0.35061666282020754,1.0,0.3506166628202075,0.3506166628202074
15,0.9026252785097368,0.8699758685327788,0.6982520476406971,0.20622871656845645,0.6903769580972587,1.0,,,0.9251819831360416,0.5542464192444302,0.5542464192444302,0.9440023156180909,0.03846895644869168,1.0,0.8460550074325431,0.35061666282020687,0.6595646235293251,0.3338434705301834,1.0,0.3506166628202075,0.599775300219457
16,0.42216164635181674,0.028297390019430907,0.35838923259473165,0.1337064476763806,0.05622033025057245,0.9667790265070875,0.3506166628202075,,0.5020590621250025,0.5538221473846171,0.7646102677595348,0.9954091235220351,0.15385446420246357,0.6628429651369714,0.4643810182148814,,0.8908891019115854,0.8908891019115857,1.0,0.3506166628202075,0.7613405795951352
17,0.869171234784363,0.17642208677782445,0.01764534963087747,0.04137826770361722,0.18718594901361457,0.9201657468354624,1.0,,0.6092156072370536,1.0,1.0,0.6982573897302047,0.001570111448522726,1.0,0.5911233775619888,0.2686537850957767,0.9170801291907288,0.19810217777831157,1.0,1.0,0.47756115452349945
18,0.4521341076754609,0.4306167235161278,0.161262808366343,0.36665609489225304,0.5456212943622114,0.8153481063921191,1.0,,0.873402936455838,0.5542464192444302,0.6186566171324552,0.8406505017505332,0.002273829589837131,0.6628429651369714,0.526293627694415,,0.4531638532953738,0.45316385329537323,1.0,0.3506166628202075,0.466796821876416
19,0.46827379678974035,0.7416266321655098,0.00036570573324926027,0.596633291756183,0.0711424644287538,1.0,,,0.8198674002228489,0.3506166628202075,0.3506166628202075,0.9501508635621626,0.09796673366171989,0.6628429651369714,0.8493589001133706,0.5276109293702631,0.8393443838171013,0.4537755722066905,1.0,0.5542464192444302,0.9553494058147941
20,0.847361798281566,0.501305907450677,0.805984042070677,0.5929170657720467,0.16218244298816656,0.9379036961709953,0.3506166628202075,,0.5198112172506357,1.0,0.5542464192444302,0.6669063860878943,0.006701406970395461,0.6628429651369714,0.8061844523062635,0.3506166628202075,0.10964652606755063,0.6611643466738681,1.0,0.3506166628202075,0.13556733189610592
21,0.4540547689579951,0.6141684867768904,0.8332643197425267,0.5851780145132741,0.5577532936096827,0.46180410989429643,0.3506166628202075,,0.6092540159786743,0.232723375293122,0.23934033468057042,0.786826007269781,0.019217047864885872,0.5416269840668042,0.48868965955665433,0.650890661260199,0.3060764943376843,0.5096289363306399,1.0,0.41076154008891097,0.2233052799950722
22,0.2233537564397818,0.10172012908355174,0.037516165327145634,0.4727073088460013,0.003763035201903441,1.0,,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.7409167357839304,0.12268441045218907,0.5416269840668042,0.6482165642589313,0.3506166628202075,0.14091310124650483,0.7810040636809984,1.0,1.0,0.0920352765639323
23,0.18460996495464108,0.030673978152933462,0.5170847794207173,0.3744792084033597,0.026679581263705943,0.9637225228228092,,,0.0743840197379277,0.11675023308654713,0.11675023308654713,0.9515053610492693,0.05320456542370328,1.0,0.45831434541172356,,0.47252089112341134,0.47252089112341134,1.0,,0.5419581132588369
24,0.3890912797597875,0.18008020165276176,0.45056352969144564,0.6937061091936809,0.47453353005244336,1.0,,,0.8429476382560062,0.6186566171324552,0.6186566171324552,0.9547038540648439,0.008836572017751123,0.5416269840668042,0.8920762966851641,,0.5146989354619877,0.5146989354619873,1.0,,0.5198112172506357
25,0.6510595100441515,0.36535181635048686,0.001976655865757828,0.34733017094419305,0.007833321777815412,0.9065794920914059,0.3506166628202075,,0.08980080501388539,0.3506166628202075,1.0,0.6104805172539342,0.03387156474054028,1.0,0.7839333435586616,0.5875694188315026,0.24262648030384765,0.7093052753801934,1.0,0.17047066078705375,0.44667362759069484
26,0.2959669395047755,0.19515769501478814,0.12281963946454307,0.915328627243546,0.6267964635770314,0.7326503223042791,,,0.8510108511689722,,,0.8146829737896658,0.026554978257445485,1.0,0.4287287520014864,0.3506166628202075,0.09127099399986266,0.49585846920744114,1.0,0.3506166628202075,0.18949169681540692
27,0.22773194722095327,0.9073202740323998,0.2600107761970162,0.11132971050850822,0.24733992306275518,0.9160107547519059,0.3506166628202075,,0.7102152024476478,0.3506166628202075,0.17047066078705375,0.7367136420809759,0.04675830488159505,0.6628429651369714,0.669843104495459,,0.47836777005956266,0.4783677700595629,1.0,,0.4332026269157483
28,0.32909793908705554,0.3416455469624717,0.07330871852121425,0.5006436818319653,0.040542852853240954,0.8926525196734342,0.3506166628202075,,0.1715716850286057,0.17047066078705375,0.5542464192444302,0.9801338496727752,0.03115247885047327,1.0,0.9179092386908864,,0.17193580082965193,0.1719358008296522,1.0,,0.1715716850286057
29,0.10222040209943627,0.02538029401515281,0.09934881844637994,0.41823617726357565,0.8603372663593478,0.7591612273271129,0.3506166628202075,,0.35061666282020665,0.3506166628202075,1.0,0.9567193059551539,0.13005009753958702,1.0,0.660938709500821,0.3506166628202092,0.3108498477231638,0.3300498301799477,1.0,,0.35610892445480385
30,0.9994867829854591,0.1753014834740621,0.002367458230417716,0.32502757119965064,0.001779681360249158,0.8405845488315453,0.3506166628202075,,0.8195377288555996,0.41076154008891097,0.232723375293122,0.36384903728848617,0.03313290146125595,1.0,0.6414748837664319,0.3506166628202075,0.18846796327517948,0.4151122101691883,1.0,0.3506166628202075,0.26660993447856546
31,0.15065306395668615,0.08851412735453477,0.16586400580197572,0.8539998355393579,0.007284995132799049,1.0,,,0.1884679632751798,0.17047066078705375,0.17047066078705375,0.9707330471024525,0.20952042850772495,1.0,0.8641116007749029,0.3506166628202075,0.1735209954579431,0.44376014376393347,1.0,0.3506166628202075,0.2460642499997581
32,0.06449087776494938,0.00412200326989503,0.16182028836864715,0.8648586974969495,0.018264519827425062,0.9043213643025194,,,0.8645249787374554,0.41076154008891097,0.41076154008891097,0.9493585002450093,0.11738000814888962,0.6628429651369714,0.5552294392408228,0.1840736323807217,0.30231929801677815,0.15614982419898152,1.0,0.17047066078705375,0.21127098812218914
33,0.0772003993131689,0.06829925949120609,0.10377983998675189,0.986362035347294,0.031230095921724828,0.9370495297832169,1.0,,0.8249374377684952,0.7718498790447745,0.7859712399017142,0.34576279427362666,0.035047390355413696,1.0,0.7742727417486195,,0.8632247300882187,0.8632247300882191,1.0,,0.9817617868845395
34,0.06958273663265012,0.10303832177773803,0.24915569623399356,0.7934857356570805,0.4034173681757248,0.9722157186337443,,,0.1409895131655005,0.14535583631177248,0.14535583631177248,0.6358091312028049,0.038115477257601754,0.6628429651369714,0.9562851165961466,0.3055619136638432,0.2473713162213867,0.3557562691201557,1.0,0.3506166628202075,0.21228347322488614
35,0.32074641705538015,0.28447039732070245,0.28933418930911375,0.5444797928357064,0.14710051265995439,0.8917441218280708,,,0.8750024756614947,0.449813571172926,0.449813571172926,0.8439400602937579,0.18962698677577453,0.41986781079947355,0.5433240452327609,0.09469182925372234,0.23034671342650914,0.9034993072888796,1.0,,0.1709246317613027
36,0.3334463449953948,0.503981318737058,0.6913140421568231,0.032404209901577705,0.029683606810040505,0.9176213613351267,,,0.4226555893675523,0.5542464192444302,0.5542464192444302,0.9135192677589326,0.08416512197348046,0.5416269840668042,0.6536574315836465,0.3506166628202075,0.4046834428514905,0.36029510255562947,1.0,0.3506166628202075,0.3735944896829855
37,0.25568751037371223,0.055727672203418975,0.04273526928825698,0.9008117521343726,0.025808418159230732,0.982662942940732,,,0.8764418499617144,0.6186566171324552,0.6186566171324552,0.7051305541760746,0.008538842275650585,1.0,0.4703058553380981,0.3506166628202075,0.8323206223413293,0.2907609915851744,1.0,1.0,0.6012304253740135
38,0.11351663587467163,0.9341529470790264,0.6447140120124084,0.2728434459681357,0.5989616013653934,0.6815097225910841,,,0.6912303725774054,0.8291030786067599,0.8291030786067599,0.9060382950783747,0.00953988854410915,0.5416269840668042,0.7155305392478339,0.6327868738851807,0.48256246150690996,0.7901374539780479,1.0,0.6639837954625734,0.720065841526007
39,0.7606420619347645,0.9842432112958073,0.07924982463626554,0.7674065793110514,0.10259442071044277,0.9593829993546255,1.0,,0.9098369759363256,1.0,1.0,0.27593745052082375,0.0045025233913803826,1.0,0.6536663012346405,0.6639837954625734,0.987943358507985,0.6493748643027906,1.0,0.6639837954625734,0.9510644925101145
40,0.5120023544588915,0.5338725195735392,0.43938830520673966,0.96302745199098,0.07608444014953333,0.813362870652113,,,0.9757120464929674,0.69386818517744,0.69386818517744,0.6436726689116905,0.13852361791405735,1.0,0.8348702554411218,,1.0,1.0,1.0,,1.0
41,0.12760019371038409,0.12951539445978297,0.09679478544612494,0.45208745906899406,0.02196924168835669,0.8664734958085052,0.17047066078705375,,0.6912303725774029,1.0,0.41076154008891097,0.746363257278994,0.020717635197714558,1.0,0.6143522815573089,0.9030211616935333,0.9914239282105749,0.8583338712920066,1.0,0.6639837954625734,0.5582366912572869
42,0.5659952788183014,0.8984556412144147,0.0034919929755436088,0.5777377875391659,0.20203091823155428,0.9088282898908393,,,0.1781167342575266,0.3506166628202075,0.3506166628202075,0.6280048287303162,0.32890944143600986,1.0,0.9248570046566711,,0.5542464192444301,0.554246419244429,1.0,0.3506166628202075,0.5542464192444302
43,0.3943303076875169,0.33255833265150875,0.1858554453575587,0.796959167297105,0.21854277044438647,0.983351108018387,,,0.8108537072278987,0.6186566171324552,0.6186566171324552,0.9953148148166165,0.01981864862248215,1.0,0.5429966144494578,,0.7168023769525542,0.7168023769525531,1.0,0.3506166628202075,0.7560683928443415
44,0.09915825180281751,0.25545809607342596,0.43819233997731366,0.847461491205587,0.640590204660218,1.0,,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.9367875881420178,0.002553211676219423,1.0,0.5106776687444232,,0.10578218427188738,0.1057821842718871,1.0,,0.10581014519268978
45,0.019141853498556665,0.02592025540770412,0.13357099024907998,0.6963872704968734,0.1381543458482173,0.9305370853294301,,,1.0,,,0.9493975012543073,0.13389010202550922,1.0,0.9127220070512482,,1.0,1.0,1.0,,1.0
46,0.25387264788310293,0.019778874541649213,0.04957034725600568,0.6092907133281044,0.004167071018916321,0.9872090853017368,0.1802623726903718,,0.23478266095428293,0.2988611981744149,0.1940933703337292,0.4300110412301946,0.035961932936584055,1.0,0.5432904603870202,,0.29304965613610023,0.2930496561361002,1.0,0.3506166628202075,0.3328749263265429
47,0.7865541994458086,0.9381359402734656,0.8363594355543393,0.7370805773003923,0.9684942041520388,0.9451262172791005,0.5542464192444302,,0.613189156032214,0.23311965810724392,0.43069744085310235,0.9870090944830617,0.02260272985299708,0.6628429651369714,0.6639174813799902,,0.35523426510710077,0.35523426510710143,1.0,0.3506166628202075,0.3917912586955301
48,0.12586484829952946,0.015688622060189707,0.006085110663421439,0.28576279468621657,0.0008940920435712186,0.792888463572911,0.3506166628202075,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.9032409478538097,0.005312802042000692,1.0,0.4852907019482744,0.3506166628202092,0.25017855168440023,0.33409692187703655,1.0,,0.24116806135738933
49,0.012222012939896698,0.0664449830573348,0.2064374023438822,0.44524459999061083,0.21778437563766104,0.9703206930305787,,,0.350616662820209,0.3506166628202075,0.3506166628202075,0.479095228477056,0.399679954512957,0.6628429651369714,0.5889637045440352,0.4508889157499364,0.4354050239086038,0.24608914466288093,1.0,0.3506166628202075,0.979802342029616
50,0.20309008325609096,0.22167991528540035,0.0026094811036641878,0.48409287941357926,0.051518400558090344,0.8355024608176337,0.17047066078705375,,0.7690219405980364,0.5436546340952342,0.35889116816662897,0.669548722015914,0.8337012731134705,1.0,0.5368274951928975,,0.3426523379574631,0.3426523379574627,1.0,,0.3567691443362545
51,0.5273345148223851,0.3907369720726223,0.14482254523413246,0.0747709737959238,0.08912633550331689,0.8822414199246246,,,0.7808067311339142,0.7665206058620575,0.7665206058620575,0.5512617834812279,0.007300645192071429,0.5416269840668042,0.4922603762634744,,0.5300486770556301,0.5300486770556303,1.0,,0.549187415978192
